Age,Special,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Overall,Potential,Value,Wage
33,1078,77.0,61.0,62.0,64.0,77.0,71,71,1200000.0,9000.0
31,1174,70.0,71.0,65.0,72.0,71.0,71,71,1400000.0,9000.0
28,1300,68.0,71.0,73.0,64.0,72.0,71,72,1900000.0,11000.0
33,1002,61.0,73.0,69.0,73.0,70.0,71,71,1200000.0,3000.0
29,973,71.0,70.0,74.0,72.0,69.0,71,71,1600000.0,3000.0
30,1059,70.0,70.0,68.0,70.0,68.0,71,71,1500000.0,26000.0
31,1133,72.0,69.0,67.0,70.0,71.0,71,71,1400000.0,17000.0
33,1070,61.0,77.0,76.0,70.0,73.0,71,71,1200000.0,10000.0
27,1073,70.0,67.0,67.0,68.0,76.0,71,71,1600000.0,8000.0
24,1158,71.0,69.0,65.0,70.0,74.0,71,78,2400000.0,13000.0
29,917,70.0,70.0,67.0,70.0,76.0,71,71,1600000.0,5000.0
23,1143,72.0,70.0,67.0,72.0,71.0,71,80,2800000.0,5000.0
32,1107,70.0,65.0,60.0,74.0,74.0,71,71,1400000.0,3000.0
36,1090,67.0,72.0,67.0,73.0,72.0,71,71,325000.0,17000.0
28,1221,70.0,69.0,68.0,71.0,72.0,71,72,1900000.0,14000.0
28,1158,72.0,67.0,66.0,69.0,73.0,71,73,2000000.0,9000.0
26,1027,69.0,71.0,64.0,69.0,72.0,71,73,2000000.0,7000.0
30,1100,74.0,66.0,61.0,71.0,74.0,71,71,1500000.0,13000.0
28,1089,74.0,68.0,68.0,71.0,72.0,71,71,1700000.0,27000.0
33,966,61.0,73.0,69.0,73.0,70.0,71,71,1200000.0,10000.0
32,1122,70.0,68.0,66.0,72.0,71.0,71,71,1400000.0,6000.0
26,1046,74.0,65.0,64.0,67.0,74.0,71,74,2100000.0,11000.0
33,1092,69.0,71.0,67.0,72.0,68.0,71,71,1200000.0,12000.0
21,1048,69.0,74.0,63.0,68.0,72.0,71,84,3700000.0,34000.0
24,1162,75.0,74.0,67.0,71.0,74.0,71,79,2600000.0,40000.0
31,1128,70.0,69.0,69.0,70.0,71.0,71,71,1400000.0,30000.0
29,963,71.0,70.0,74.0,72.0,69.0,71,71,1600000.0,18000.0
29,1184,75.0,70.0,59.0,65.0,78.0,71,71,1600000.0,5000.0
34,987,71.0,72.0,62.0,71.0,70.0,71,71,0.0,0.0
23,1156,73.0,68.0,64.0,72.0,74.0,71,77,2400000.0,18000.0
19,1162,68.0,68.0,70.0,71.0,74.0,71,86,4200000.0,11000.0
29,1164,71.0,70.0,67.0,71.0,70.0,71,71,1600000.0,4000.0
25,1117,72.0,73.0,59.0,71.0,68.0,71,74,2100000.0,4000.0
28,1156,70.0,69.0,76.0,70.0,74.0,71,71,0.0,0.0
29,1214,76.0,65.0,59.0,64.0,78.0,71,72,1800000.0,6000.0
34,1121,74.0,63.0,62.0,73.0,76.0,71,71,950000.0,10000.0
35,1160,70.0,68.0,69.0,71.0,72.0,71,71,550000.0,11000.0
30,1118,68.0,67.0,71.0,70.0,73.0,71,71,1500000.0,4000.0
30,1119,72.0,64.0,67.0,68.0,75.0,71,71,1500000.0,1000.0
33,1165,72.0,67.0,70.0,66.0,74.0,71,71,1200000.0,6000.0
36,1161,73.0,71.0,59.0,68.0,74.0,71,71,325000.0,11000.0
38,1079,74.0,70.0,67.0,67.0,73.0,71,71,160000.0,17000.0
26,1136,68.0,78.0,69.0,71.0,66.0,71,75,2100000.0,12000.0
32,1068,73.0,64.0,54.0,75.0,75.0,71,71,1400000.0,5000.0
32,1241,73.0,72.0,66.0,72.0,73.0,71,71,1400000.0,6000.0
38,1145,66.0,71.0,62.0,78.0,70.0,71,71,160000.0,5000.0
33,1102,77.0,61.0,62.0,64.0,77.0,71,71,1200000.0,4000.0
24,1152,71.0,72.0,70.0,66.0,70.0,71,77,2400000.0,5000.0
24,1010,72.0,73.0,69.0,71.0,73.0,71,78,2400000.0,8000.0
33,1077,61.0,77.0,76.0,70.0,73.0,71,71,1200000.0,2000.0
26,1126,73.0,67.0,64.0,67.0,75.0,71,76,2200000.0,9000.0
25,1058,71.0,67.0,66.0,73.0,74.0,71,76,2300000.0,4000.0
26,1065,73.0,67.0,68.0,70.0,73.0,71,74,2100000.0,6000.0
30,1030,70.0,72.0,59.0,69.0,73.0,71,71,1500000.0,12000.0
34,1168,72.0,67.0,67.0,66.0,74.0,71,71,950000.0,3000.0
22,987,74.0,65.0,59.0,67.0,77.0,71,76,2300000.0,5000.0
33,1136,69.0,71.0,66.0,72.0,70.0,71,71,1200000.0,19000.0
24,1205,72.0,68.0,72.0,69.0,73.0,71,75,2200000.0,7000.0
29,1128,78.0,63.0,69.0,64.0,80.0,71,72,1800000.0,13000.0
24,1055,73.0,72.0,58.0,65.0,76.0,71,75,2200000.0,34000.0
27,1008,71.0,68.0,66.0,68.0,73.0,71,71,1600000.0,3000.0
39,1091,75.0,71.0,79.0,65.0,71.0,71,71,160000.0,4000.0
27,1222,73.0,66.0,73.0,75.0,68.0,71,72,1800000.0,12000.0
29,1148,68.0,69.0,63.0,68.0,74.0,71,71,1600000.0,3000.0
22,1115,74.0,73.0,61.0,64.0,71.0,71,80,2800000.0,10000.0
37,1110,73.0,67.0,67.0,67.0,75.0,71,71,160000.0,6000.0
26,945,73.0,66.0,70.0,71.0,66.0,70,74,0.0,0.0
39,1122,67.0,65.0,73.0,74.0,69.0,70,70,120000.0,16000.0
21,895,73.0,69.0,71.0,64.0,70.0,70,79,2100000.0,8000.0
33,1063,69.0,73.0,58.0,63.0,74.0,70,70,900000.0,5000.0
23,1173,73.0,67.0,73.0,69.0,68.0,70,78,2000000.0,47000.0
21,1137,65.0,76.0,68.0,65.0,73.0,70,78,2000000.0,16000.0
20,1062,70.0,68.0,65.0,67.0,73.0,70,81,2400000.0,9000.0
31,977,73.0,65.0,61.0,68.0,75.0,70,70,1100000.0,13000.0
26,1097,78.0,59.0,73.0,63.0,77.0,70,72,1500000.0,4000.0
22,1001,72.0,66.0,70.0,68.0,70.0,70,80,2200000.0,14000.0
23,1152,70.0,71.0,64.0,66.0,72.0,70,80,2200000.0,15000.0
26,1100,70.0,68.0,68.0,68.0,71.0,70,73,1500000.0,8000.0
25,1034,67.0,72.0,75.0,67.0,72.0,70,72,1500000.0,39000.0
29,1098,64.0,68.0,69.0,68.0,75.0,70,70,1200000.0,3000.0
32,1158,70.0,70.0,69.0,68.0,71.0,70,70,1000000.0,4000.0
35,1113,70.0,65.0,73.0,73.0,73.0,70,70,425000.0,5000.0
31,1138,72.0,70.0,69.0,69.0,68.0,70,70,1100000.0,25000.0
24,974,73.0,67.0,63.0,69.0,69.0,70,74,1700000.0,6000.0
28,1150,71.0,65.0,64.0,67.0,73.0,70,70,1200000.0,8000.0
26,954,70.0,67.0,62.0,70.0,70.0,70,72,1500000.0,8000.0
30,1098,69.0,72.0,63.0,69.0,70.0,70,70,1100000.0,14000.0
33,1199,79.0,68.0,66.0,68.0,61.0,70,70,900000.0,6000.0
37,986,71.0,68.0,70.0,70.0,76.0,70,70,120000.0,5000.0
32,1169,68.0,72.0,71.0,69.0,67.0,70,70,1000000.0,15000.0
32,1136,70.0,68.0,63.0,65.0,70.0,70,70,1000000.0,9000.0
30,1075,70.0,65.0,61.0,69.0,71.0,70,70,1100000.0,6000.0
29,1135,69.0,67.0,70.0,68.0,73.0,70,70,1200000.0,16000.0
28,1124,71.0,68.0,64.0,68.0,71.0,70,70,1200000.0,5000.0
29,1097,71.0,68.0,60.0,69.0,71.0,70,70,1200000.0,10000.0
29,1057,68.0,73.0,66.0,71.0,66.0,70,70,1200000.0,6000.0
26,1123,71.0,69.0,53.0,68.0,76.0,70,74,1600000.0,3000.0
23,1182,73.0,65.0,66.0,65.0,74.0,70,77,1800000.0,7000.0
33,1133,66.0,75.0,67.0,71.0,68.0,70,70,900000.0,1000.0
24,1137,70.0,72.0,64.0,64.0,74.0,70,74,1700000.0,7000.0
26,1137,75.0,66.0,65.0,66.0,74.0,70,74,1600000.0,8000.0
24,1111,66.0,71.0,70.0,70.0,69.0,70,77,1800000.0,5000.0
33,1040,71.0,65.0,65.0,65.0,76.0,70,70,900000.0,12000.0
29,1022,71.0,62.0,59.0,71.0,73.0,70,70,1200000.0,13000.0
32,1066,69.0,71.0,63.0,71.0,67.0,70,70,1000000.0,17000.0
28,1106,73.0,65.0,60.0,66.0,74.0,70,71,1400000.0,14000.0
23,1092,72.0,66.0,62.0,67.0,72.0,70,76,1800000.0,5000.0
29,1002,73.0,67.0,54.0,72.0,71.0,70,70,0.0,0.0
33,1252,70.0,73.0,69.0,68.0,67.0,70,70,900000.0,26000.0
34,1156,71.0,67.0,73.0,66.0,72.0,70,70,725000.0,16000.0
29,1067,71.0,69.0,70.0,69.0,70.0,70,70,1200000.0,9000.0
25,1138,78.0,62.0,58.0,64.0,75.0,70,72,1500000.0,8000.0
31,1252,73.0,68.0,77.0,70.0,73.0,70,70,1100000.0,7000.0
28,1077,67.0,64.0,61.0,70.0,75.0,70,71,1400000.0,11000.0
28,1188,69.0,71.0,73.0,68.0,70.0,70,71,1400000.0,10000.0
27,1187,71.0,69.0,68.0,67.0,71.0,70,71,0.0,0.0
34,1154,72.0,69.0,64.0,63.0,74.0,70,70,725000.0,4000.0
23,1093,73.0,62.0,67.0,66.0,75.0,70,76,1800000.0,13000.0
38,1154,62.0,76.0,60.0,79.0,65.0,70,70,120000.0,3000.0
35,1143,69.0,71.0,68.0,71.0,67.0,70,70,425000.0,4000.0
26,1008,73.0,67.0,57.0,63.0,79.0,70,74,1600000.0,9000.0
24,1269,71.0,68.0,73.0,67.0,72.0,70,76,1800000.0,35000.0
22,1154,73.0,59.0,60.0,70.0,76.0,70,78,2000000.0,15000.0
34,1182,70.0,66.0,64.0,67.0,72.0,70,70,725000.0,2000.0
22,1150,78.0,64.0,73.0,60.0,74.0,70,77,1800000.0,6000.0
26,1174,70.0,69.0,64.0,66.0,73.0,70,74,1600000.0,30000.0
35,997,70.0,68.0,62.0,68.0,70.0,70,70,0.0,0.0
39,977,68.0,69.0,68.0,76.0,70.0,70,70,120000.0,5000.0
28,969,71.0,67.0,61.0,69.0,69.0,70,71,1400000.0,11000.0
29,1087,71.0,68.0,66.0,69.0,72.0,70,70,1200000.0,45000.0
31,1122,70.0,69.0,69.0,70.0,72.0,70,70,1100000.0,6000.0
32,1049,70.0,67.0,79.0,69.0,69.0,70,70,1000000.0,5000.0
23,1231,74.0,71.0,66.0,65.0,72.0,70,76,1800000.0,10000.0
34,1072,66.0,72.0,66.0,74.0,68.0,70,70,725000.0,3000.0
24,1141,72.0,67.0,66.0,66.0,73.0,70,76,1800000.0,6000.0
23,1101,72.0,67.0,65.0,67.0,75.0,70,75,1700000.0,1000.0
33,1063,69.0,73.0,58.0,63.0,74.0,70,70,900000.0,17000.0
30,1070,71.0,68.0,57.0,71.0,75.0,70,70,1100000.0,1000.0
29,1108,64.0,68.0,69.0,68.0,75.0,70,70,1200000.0,16000.0
37,1175,69.0,62.0,59.0,69.0,74.0,70,70,120000.0,4000.0
25,1125,70.0,65.0,65.0,72.0,68.0,70,75,1700000.0,12000.0
28,1143,74.0,68.0,76.0,67.0,68.0,70,70,1200000.0,1000.0
27,1115,72.0,68.0,55.0,68.0,72.0,70,72,1400000.0,1000.0
32,1045,70.0,70.0,62.0,68.0,72.0,70,70,1000000.0,5000.0
24,1148,70.0,69.0,63.0,67.0,73.0,70,78,2000000.0,35000.0
21,1114,72.0,69.0,65.0,62.0,73.0,70,80,2200000.0,8000.0
35,1093,70.0,69.0,68.0,68.0,69.0,70,70,425000.0,5000.0
23,1086,70.0,72.0,66.0,67.0,71.0,70,75,1700000.0,10000.0
32,1055,70.0,66.0,60.0,73.0,73.0,70,70,1000000.0,18000.0
23,1094,71.0,67.0,59.0,67.0,74.0,70,75,1700000.0,23000.0
22,1142,67.0,72.0,66.0,68.0,70.0,70,78,2000000.0,1000.0
28,1232,67.0,70.0,62.0,72.0,69.0,70,71,1400000.0,6000.0
26,1178,72.0,68.0,69.0,67.0,74.0,70,71,0.0,0.0
33,1033,69.0,71.0,46.0,70.0,73.0,69,69,525000.0,2000.0
23,1043,71.0,65.0,63.0,67.0,69.0,69,75,1100000.0,1000.0
29,1235,72.0,64.0,65.0,67.0,73.0,69,71,850000.0,5000.0
29,969,68.0,70.0,70.0,76.0,69.0,69,69,700000.0,11000.0
28,1148,69.0,67.0,71.0,67.0,70.0,69,69,750000.0,7000.0
23,1089,71.0,68.0,68.0,66.0,71.0,69,75,1100000.0,4000.0
21,1135,78.0,67.0,74.0,64.0,70.0,69,81,1500000.0,14000.0
25,1058,76.0,57.0,55.0,65.0,75.0,69,75,1000000.0,8000.0
29,1216,66.0,71.0,67.0,66.0,69.0,69,70,825000.0,3000.0
34,1210,67.0,70.0,63.0,70.0,69.0,69,69,425000.0,4000.0
35,1097,67.0,70.0,64.0,71.0,69.0,69,69,250000.0,9000.0
31,1119,66.0,68.0,64.0,71.0,72.0,69,69,650000.0,3000.0
25,1098,75.0,66.0,65.0,64.0,72.0,69,69,750000.0,2000.0
22,1148,69.0,67.0,63.0,69.0,70.0,69,77,1200000.0,3000.0
30,1109,65.0,66.0,67.0,72.0,73.0,69,69,675000.0,17000.0
27,1031,74.0,67.0,63.0,59.0,76.0,69,71,850000.0,6000.0
20,1006,71.0,69.0,68.0,69.0,72.0,69,78,1200000.0,12000.0
22,1039,68.0,69.0,58.0,69.0,72.0,69,77,1200000.0,10000.0
33,1134,76.0,62.0,77.0,55.0,76.0,69,69,525000.0,3000.0
27,1062,75.0,65.0,54.0,64.0,75.0,69,69,700000.0,34000.0
28,1001,67.0,66.0,63.0,69.0,72.0,69,71,875000.0,4000.0
24,1100,68.0,66.0,75.0,63.0,74.0,69,75,1100000.0,9000.0
26,1117,70.0,62.0,72.0,65.0,76.0,69,71,875000.0,6000.0
41,1215,65.0,66.0,64.0,74.0,72.0,69,69,70000.0,3000.0
23,1007,68.0,63.0,58.0,71.0,73.0,69,77,1200000.0,2000.0
33,1014,69.0,71.0,46.0,70.0,73.0,69,69,525000.0,15000.0
24,1149,73.0,63.0,65.0,63.0,76.0,69,73,975000.0,6000.0
38,1169,66.0,70.0,69.0,71.0,64.0,69,69,70000.0,2000.0
33,1148,65.0,69.0,77.0,64.0,79.0,69,69,0.0,0.0
21,1105,71.0,64.0,66.0,69.0,72.0,69,82,1600000.0,6000.0
23,1093,71.0,67.0,66.0,68.0,74.0,69,76,1100000.0,7000.0
30,1113,65.0,67.0,62.0,67.0,75.0,69,69,675000.0,16000.0
26,1144,72.0,63.0,61.0,68.0,74.0,69,71,875000.0,7000.0
30,1010,72.0,67.0,68.0,62.0,71.0,69,69,675000.0,6000.0
27,1081,71.0,71.0,73.0,67.0,71.0,69,71,850000.0,1000.0
30,1120,67.0,64.0,62.0,74.0,69.0,69,69,675000.0,6000.0
31,1106,68.0,61.0,72.0,68.0,71.0,69,69,650000.0,4000.0
23,1119,71.0,66.0,62.0,69.0,72.0,69,75,1100000.0,8000.0
30,940,68.0,67.0,65.0,69.0,72.0,69,69,675000.0,18000.0
28,1102,70.0,69.0,70.0,68.0,69.0,69,72,925000.0,4000.0
26,1047,76.0,64.0,66.0,65.0,72.0,69,73,950000.0,23000.0
22,1200,72.0,66.0,70.0,61.0,74.0,69,76,1100000.0,12000.0
24,1008,71.0,67.0,64.0,64.0,73.0,69,72,950000.0,31000.0
26,1199,72.0,68.0,62.0,74.0,64.0,69,72,925000.0,5000.0
23,1149,65.0,73.0,66.0,74.0,62.0,69,76,1100000.0,3000.0
24,1162,72.0,67.0,59.0,64.0,74.0,69,76,1100000.0,2000.0
31,1204,70.0,62.0,63.0,61.0,78.0,69,69,650000.0,10000.0
31,1108,67.0,68.0,58.0,71.0,71.0,69,69,650000.0,8000.0
27,1165,67.0,71.0,69.0,64.0,70.0,69,71,0.0,0.0
24,1180,72.0,67.0,64.0,65.0,69.0,69,72,950000.0,18000.0
29,969,68.0,70.0,70.0,76.0,69.0,69,69,700000.0,3000.0
25,1098,75.0,66.0,65.0,64.0,72.0,69,69,750000.0,10000.0
28,1061,68.0,71.0,66.0,65.0,71.0,69,70,850000.0,11000.0
29,1125,67.0,67.0,59.0,66.0,72.0,69,69,700000.0,19000.0
22,1115,69.0,65.0,64.0,63.0,77.0,69,78,1200000.0,3000.0
26,1159,78.0,59.0,54.0,66.0,76.0,69,73,950000.0,12000.0
33,1063,76.0,62.0,77.0,55.0,76.0,69,69,525000.0,8000.0
37,996,68.0,64.0,65.0,69.0,68.0,69,69,70000.0,3000.0
36,1103,63.0,75.0,52.0,76.0,66.0,69,69,140000.0,3000.0
24,1129,70.0,65.0,65.0,68.0,73.0,69,74,1000000.0,2000.0
33,1067,69.0,68.0,64.0,67.0,70.0,69,69,525000.0,11000.0
26,1079,69.0,65.0,59.0,68.0,73.0,69,72,925000.0,8000.0
22,1006,74.0,60.0,68.0,57.0,78.0,69,78,1200000.0,5000.0
32,1164,69.0,68.0,68.0,68.0,69.0,69,69,600000.0,9000.0
22,994,71.0,68.0,60.0,64.0,71.0,69,77,1200000.0,5000.0
27,1153,70.0,66.0,67.0,67.0,72.0,69,71,850000.0,10000.0
22,1105,75.0,63.0,64.0,68.0,72.0,69,76,1100000.0,11000.0
29,1122,70.0,67.0,68.0,70.0,72.0,69,70,825000.0,6000.0
30,1192,64.0,70.0,66.0,70.0,67.0,69,69,675000.0,5000.0
20,1147,70.0,65.0,71.0,67.0,68.0,69,77,1200000.0,12000.0
30,1003,66.0,68.0,71.0,69.0,71.0,69,70,775000.0,10000.0
34,1045,68.0,69.0,46.0,70.0,68.0,69,69,425000.0,2000.0
39,1291,70.0,65.0,75.0,62.0,75.0,69,69,70000.0,3000.0
31,1033,68.0,67.0,64.0,68.0,73.0,69,69,650000.0,1000.0
30,1016,67.0,64.0,69.0,67.0,74.0,69,69,675000.0,5000.0
32,1229,71.0,66.0,66.0,66.0,71.0,69,69,600000.0,18000.0
35,1111,74.0,65.0,76.0,64.0,72.0,69,69,250000.0,5000.0
26,1141,67.0,71.0,59.0,68.0,69.0,69,73,950000.0,7000.0
29,1131,71.0,65.0,69.0,68.0,71.0,69,69,700000.0,5000.0
31,1092,70.0,70.0,65.0,66.0,70.0,68,68,550000.0,14000.0
27,1084,68.0,67.0,65.0,69.0,69.0,68,72,775000.0,4000.0
22,957,68.0,66.0,65.0,67.0,71.0,68,80,0.0,0.0
22,1162,68.0,69.0,64.0,67.0,66.0,68,80,1300000.0,4000.0
27,1093,68.0,66.0,64.0,67.0,71.0,68,70,725000.0,8000.0
27,1171,72.0,63.0,62.0,64.0,72.0,68,70,725000.0,13000.0
32,1008,70.0,68.0,56.0,64.0,66.0,68,68,525000.0,19000.0
29,1100,70.0,67.0,65.0,66.0,70.0,68,68,600000.0,12000.0
23,1043,69.0,66.0,66.0,68.0,70.0,68,76,975000.0,3000.0
25,1176,68.0,64.0,71.0,65.0,73.0,68,71,800000.0,4000.0
35,973,64.0,66.0,57.0,70.0,73.0,68,68,210000.0,9000.0
29,1117,69.0,62.0,75.0,65.0,73.0,68,68,600000.0,4000.0
24,1025,69.0,67.0,63.0,70.0,64.0,68,72,825000.0,8000.0
36,1117,68.0,66.0,71.0,65.0,67.0,68,68,120000.0,14000.0
23,1124,73.0,60.0,70.0,62.0,75.0,68,75,925000.0,4000.0
33,1162,66.0,68.0,61.0,66.0,67.0,68,68,450000.0,6000.0
31,1080,71.0,62.0,62.0,65.0,72.0,68,68,550000.0,4000.0
33,1176,63.0,56.0,71.0,75.0,78.0,68,68,0.0,0.0
32,997,69.0,65.0,64.0,68.0,69.0,68,68,525000.0,15000.0
28,1082,72.0,66.0,65.0,71.0,70.0,68,70,750000.0,11000.0
33,1069,70.0,67.0,56.0,65.0,72.0,68,68,450000.0,6000.0
36,1142,69.0,68.0,65.0,71.0,64.0,68,68,120000.0,2000.0
31,1012,71.0,65.0,61.0,65.0,67.0,68,68,550000.0,6000.0
29,1143,73.0,59.0,68.0,69.0,69.0,68,68,0.0,0.0
39,1063,62.0,68.0,65.0,73.0,66.0,68,68,60000.0,1000.0
24,1091,76.0,63.0,67.0,62.0,73.0,68,73,875000.0,6000.0
25,907,71.0,56.0,47.0,69.0,72.0,68,74,875000.0,5000.0
26,1114,67.0,64.0,64.0,69.0,72.0,68,70,750000.0,8000.0
22,1071,69.0,65.0,64.0,65.0,70.0,68,78,1100000.0,3000.0
26,1118,69.0,63.0,60.0,64.0,71.0,68,72,800000.0,1000.0
24,1205,69.0,66.0,78.0,63.0,73.0,68,73,875000.0,3000.0
21,1168,69.0,67.0,65.0,64.0,70.0,68,81,1400000.0,2000.0
23,1121,69.0,64.0,66.0,68.0,70.0,68,75,925000.0,3000.0
27,1091,69.0,64.0,69.0,65.0,69.0,68,71,750000.0,4000.0
21,1097,71.0,65.0,67.0,66.0,72.0,68,78,1100000.0,7000.0
27,1179,68.0,65.0,70.0,66.0,70.0,68,70,725000.0,10000.0
23,1035,69.0,67.0,64.0,64.0,71.0,68,76,975000.0,18000.0
21,1128,71.0,64.0,60.0,65.0,70.0,68,75,950000.0,4000.0
29,1085,69.0,73.0,57.0,62.0,65.0,68,69,700000.0,5000.0
25,1144,72.0,66.0,62.0,67.0,70.0,68,74,875000.0,17000.0
27,1094,65.0,68.0,67.0,65.0,71.0,68,70,725000.0,15000.0
28,1137,70.0,69.0,57.0,64.0,70.0,68,69,725000.0,19000.0
21,1086,63.0,65.0,55.0,71.0,69.0,68,80,1300000.0,7000.0
22,1202,69.0,58.0,70.0,69.0,72.0,68,77,1000000.0,5000.0
32,1097,68.0,67.0,60.0,68.0,69.0,68,68,525000.0,12000.0
22,1037,69.0,68.0,64.0,63.0,71.0,68,74,900000.0,5000.0
30,1179,70.0,65.0,64.0,67.0,70.0,68,68,575000.0,8000.0
25,1060,69.0,65.0,55.0,68.0,71.0,68,73,850000.0,4000.0
32,1210,69.0,66.0,66.0,65.0,70.0,68,68,525000.0,9000.0
28,1045,65.0,63.0,66.0,67.0,77.0,68,70,750000.0,4000.0
36,1193,68.0,65.0,66.0,67.0,65.0,68,68,120000.0,4000.0
29,1053,71.0,66.0,62.0,68.0,70.0,68,69,700000.0,3000.0
34,1120,66.0,63.0,66.0,72.0,68.0,68,68,375000.0,6000.0
33,1063,68.0,66.0,67.0,67.0,68.0,68,68,450000.0,3000.0
31,1122,72.0,66.0,62.0,66.0,67.0,68,68,0.0,0.0
34,1087,62.0,71.0,64.0,72.0,62.0,68,68,375000.0,3000.0
26,1170,69.0,68.0,67.0,62.0,74.0,68,72,800000.0,14000.0
23,1197,71.0,62.0,73.0,65.0,71.0,68,78,1100000.0,10000.0
28,1117,72.0,61.0,60.0,62.0,75.0,68,71,775000.0,4000.0
28,1163,66.0,67.0,62.0,66.0,69.0,68,68,625000.0,3000.0
24,1051,67.0,65.0,59.0,66.0,69.0,68,74,900000.0,5000.0
26,1104,64.0,69.0,66.0,70.0,68.0,68,70,750000.0,4000.0
30,1116,70.0,66.0,64.0,68.0,67.0,68,68,575000.0,22000.0
21,1179,67.0,66.0,69.0,66.0,70.0,68,79,1200000.0,11000.0
29,1117,69.0,62.0,75.0,65.0,73.0,68,68,600000.0,15000.0
28,1134,70.0,64.0,59.0,72.0,67.0,68,71,775000.0,6000.0
24,1073,70.0,65.0,72.0,63.0,72.0,68,74,900000.0,3000.0
38,1174,69.0,66.0,67.0,70.0,62.0,68,68,60000.0,3000.0
35,1174,78.0,62.0,63.0,66.0,63.0,68,68,210000.0,4000.0
31,1058,68.0,67.0,52.0,68.0,69.0,68,68,550000.0,1000.0
31,1100,73.0,67.0,69.0,68.0,61.0,68,68,0.0,0.0
29,1132,71.0,63.0,63.0,69.0,68.0,68,69,700000.0,27000.0
29,1088,68.0,62.0,58.0,67.0,76.0,68,68,600000.0,7000.0
31,1165,70.0,64.0,63.0,66.0,71.0,68,68,550000.0,7000.0
28,1049,68.0,68.0,61.0,65.0,72.0,68,68,625000.0,3000.0
30,1040,65.0,71.0,68.0,64.0,69.0,68,68,0.0,0.0
24,1207,65.0,67.0,68.0,67.0,71.0,68,76,975000.0,4000.0
25,1158,71.0,68.0,62.0,61.0,70.0,68,74,0.0,0.0
29,1125,66.0,68.0,75.0,65.0,68.0,68,68,600000.0,6000.0
31,1181,69.0,59.0,63.0,69.0,73.0,68,68,550000.0,4000.0
26,1082,69.0,68.0,68.0,69.0,67.0,68,72,800000.0,12000.0
34,1200,72.0,65.0,60.0,66.0,70.0,68,68,375000.0,5000.0
28,1104,68.0,65.0,59.0,69.0,72.0,68,68,0.0,0.0
28,1139,68.0,66.0,69.0,67.0,70.0,68,69,725000.0,7000.0
28,1190,67.0,62.0,70.0,68.0,68.0,68,68,625000.0,14000.0
26,1092,70.0,65.0,64.0,67.0,73.0,68,73,850000.0,5000.0
27,1090,71.0,65.0,67.0,63.0,71.0,68,69,700000.0,7000.0
36,942,67.0,65.0,65.0,70.0,66.0,68,68,120000.0,1000.0
21,1118,68.0,64.0,64.0,67.0,69.0,68,80,1300000.0,2000.0
29,1128,71.0,63.0,64.0,68.0,68.0,68,68,600000.0,12000.0
28,1195,68.0,65.0,63.0,66.0,69.0,68,69,725000.0,6000.0
32,1109,68.0,72.0,65.0,66.0,71.0,68,68,525000.0,3000.0
25,1087,72.0,67.0,66.0,67.0,71.0,68,74,875000.0,20000.0
24,1263,68.0,66.0,64.0,67.0,69.0,68,76,975000.0,18000.0
24,1026,68.0,62.0,60.0,65.0,75.0,68,72,825000.0,8000.0
26,920,66.0,68.0,63.0,69.0,67.0,68,71,775000.0,1000.0
26,914,68.0,64.0,68.0,67.0,66.0,67,70,675000.0,1000.0
22,1089,69.0,61.0,64.0,68.0,70.0,67,76,900000.0,14000.0
32,1102,72.0,62.0,59.0,61.0,70.0,67,67,450000.0,1000.0
25,1182,63.0,66.0,62.0,68.0,75.0,67,67,550000.0,12000.0
35,1148,64.0,66.0,65.0,71.0,65.0,67,67,180000.0,4000.0
29,1325,65.0,63.0,61.0,64.0,77.0,67,67,525000.0,3000.0
21,1075,70.0,64.0,61.0,67.0,69.0,67,78,1000000.0,8000.0
26,1138,70.0,63.0,70.0,69.0,65.0,67,70,675000.0,5000.0
23,1106,67.0,65.0,61.0,62.0,69.0,67,75,850000.0,8000.0
28,1204,68.0,67.0,65.0,67.0,66.0,67,67,525000.0,4000.0
34,1093,73.0,55.0,75.0,64.0,69.0,67,67,300000.0,10000.0
27,1040,66.0,67.0,64.0,68.0,72.0,67,71,675000.0,9000.0
20,1215,72.0,65.0,63.0,61.0,65.0,67,78,1000000.0,4000.0
32,1055,66.0,64.0,63.0,67.0,68.0,67,67,450000.0,10000.0
32,1232,67.0,70.0,69.0,64.0,63.0,67,67,450000.0,10000.0
26,1148,67.0,63.0,65.0,64.0,70.0,67,71,700000.0,2000.0
27,1042,63.0,65.0,65.0,67.0,68.0,67,68,600000.0,6000.0
23,1021,68.0,65.0,62.0,68.0,67.0,67,71,700000.0,4000.0
33,1171,71.0,63.0,61.0,66.0,69.0,67,67,375000.0,3000.0
27,1129,73.0,62.0,55.0,61.0,70.0,67,68,600000.0,2000.0
28,1154,70.0,60.0,65.0,64.0,71.0,67,67,525000.0,14000.0
35,1223,65.0,68.0,58.0,71.0,62.0,67,67,180000.0,6000.0
31,1097,62.0,63.0,74.0,76.0,63.0,67,67,475000.0,5000.0
30,1102,67.0,61.0,71.0,69.0,67.0,67,67,500000.0,4000.0
29,1045,68.0,63.0,70.0,65.0,75.0,67,67,525000.0,1000.0
23,1127,67.0,65.0,65.0,65.0,70.0,67,73,750000.0,3000.0
30,953,69.0,66.0,59.0,64.0,70.0,67,67,500000.0,4000.0
